index,id_of_item,Domain_Code,Domain,Area_Code,Area,Element_Code,Element,Item_Code,Crop_Name,Year_Code,Year,Unit,Production_Value,Flag,Flag_Description,Annual_Temp,Temp_Jan_Feb,Temp_Mar_May,Temp_Jun_Sep,Temp_Oct_Dec,Rain_Jan,Rain_Feb,Rain_Mar,Rain_Apr,Rain_May,Rain_Jun,Rain_Jul,Rain_Aug,Rain_Sep,Rain_Oct,Rain_Nov,Rain_Dec,Annual_Rainfall,Rain_Jan_Feb,Rain_Mar_May,Rain_Jun_Sep,Rain_Oct_Dec
4358,5540,QCL,Crops and livestock products,100,India,5510,Production,403,"Onions, dry",1990,1990,tonnes,3226200,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4359,5598,QCL,Crops and livestock products,100,India,5312,Area harvested,600,Papayas,1990,1990,ha,36518,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4360,5656,QCL,Crops and livestock products,100,India,5419,Yield,600,Papayas,1990,1990,hg/ha,123637,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4361,5714,QCL,Crops and livestock products,100,India,5510,Production,600,Papayas,1990,1990,tonnes,451497,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4362,5772,QCL,Crops and livestock products,100,India,5312,Area harvested,490,Oranges,1990,1990,ha,138000,F,FAO estimate,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4363,5830,QCL,Crops and livestock products,100,India,5419,Yield,490,Oranges,1990,1990,hg/ha,145652,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4364,5888,QCL,Crops and livestock products,100,India,5510,Production,490,Oranges,1990,1990,tonnes,2010000,*,Unofficial figure,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4365,5946,QCL,Crops and livestock products,100,India,5312,Area harvested,534,Peaches and nectarines,1990,1990,ha,15500,F,FAO estimate,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4366,6004,QCL,Crops and livestock products,100,India,5419,Yield,534,Peaches and nectarines,1990,1990,hg/ha,45161,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4367,6062,QCL,Crops and livestock products,100,India,5510,Production,534,Peaches and nectarines,1990,1990,tonnes,70000,F,FAO estimate,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4368,6120,QCL,Crops and livestock products,100,India,5312,Area harvested,417,"Peas, green",1990,1990,ha,145000,F,FAO estimate,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4369,6178,QCL,Crops and livestock products,100,India,5419,Yield,417,"Peas, green",1990,1990,hg/ha,131034,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4370,6236,QCL,Crops and livestock products,100,India,5510,Production,417,"Peas, green",1990,1990,tonnes,1900000,F,FAO estimate,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4371,6294,QCL,Crops and livestock products,100,India,5312,Area harvested,521,Pears,1990,1990,ha,29638,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4372,6352,QCL,Crops and livestock products,100,India,5419,Yield,521,Pears,1990,1990,hg/ha,53306,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4373,6410,QCL,Crops and livestock products,100,India,5510,Production,521,Pears,1990,1990,tonnes,157987,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4374,6468,QCL,Crops and livestock products,100,India,5312,Area harvested,687,Pepper (piper spp.),1990,1990,ha,171490,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4375,6526,QCL,Crops and livestock products,100,India,5419,Yield,687,Pepper (piper spp.),1990,1990,hg/ha,3218,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4376,6584,QCL,Crops and livestock products,100,India,5510,Production,687,Pepper (piper spp.),1990,1990,tonnes,55190,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4377,6642,QCL,Crops and livestock products,100,India,5312,Area harvested,574,Pineapples,1990,1990,ha,54587,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4378,6700,QCL,Crops and livestock products,100,India,5419,Yield,574,Pineapples,1990,1990,hg/ha,161394,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4379,6758,QCL,Crops and livestock products,100,India,5510,Production,574,Pineapples,1990,1990,tonnes,881000,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4380,6816,QCL,Crops and livestock products,100,India,5312,Area harvested,116,Potatoes,1990,1990,ha,940000,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4381,6874,QCL,Crops and livestock products,100,India,5419,Yield,116,Potatoes,1990,1990,hg/ha,157136,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4382,6932,QCL,Crops and livestock products,100,India,5510,Production,116,Potatoes,1990,1990,tonnes,14770800,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4383,6990,QCL,Crops and livestock products,100,India,5312,Area harvested,394,"Pumpkins, squash and gourds",1990,1990,ha,306000,F,FAO estimate,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4384,7048,QCL,Crops and livestock products,100,India,5419,Yield,394,"Pumpkins, squash and gourds",1990,1990,hg/ha,93464,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4385,7106,QCL,Crops and livestock products,100,India,5510,Production,394,"Pumpkins, squash and gourds",1990,1990,tonnes,2860000,F,FAO estimate,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4386,7164,QCL,Crops and livestock products,100,India,5312,Area harvested,27,"Rice, paddy",1990,1990,ha,42686600,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4387,7222,QCL,Crops and livestock products,100,India,5419,Yield,27,"Rice, paddy",1990,1990,hg/ha,26125,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4388,7280,QCL,Crops and livestock products,100,India,5510,Production,27,"Rice, paddy",1990,1990,tonnes,111517000,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4389,7338,QCL,Crops and livestock products,100,India,5312,Area harvested,280,Safflower seed,1990,1990,ha,842300,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4390,7396,QCL,Crops and livestock products,100,India,5419,Yield,280,Safflower seed,1990,1990,hg/ha,5776,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4391,7454,QCL,Crops and livestock products,100,India,5510,Production,280,Safflower seed,1990,1990,tonnes,486500,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4392,7512,QCL,Crops and livestock products,100,India,5312,Area harvested,156,Sugar cane,1990,1990,ha,3439000,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4393,7570,QCL,Crops and livestock products,100,India,5419,Yield,156,Sugar cane,1990,1990,hg/ha,655915,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4394,7628,QCL,Crops and livestock products,100,India,5510,Production,156,Sugar cane,1990,1990,tonnes,225569000,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4395,7686,QCL,Crops and livestock products,100,India,5312,Area harvested,236,Soybeans,1990,1990,ha,2564200,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4396,7744,QCL,Crops and livestock products,100,India,5419,Yield,236,Soybeans,1990,1990,hg/ha,10145,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4397,7802,QCL,Crops and livestock products,100,India,5510,Production,236,Soybeans,1990,1990,tonnes,2601500,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4398,7860,QCL,Crops and livestock products,100,India,5312,Area harvested,289,Sesame seed,1990,1990,ha,2515500,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4399,7918,QCL,Crops and livestock products,100,India,5419,Yield,289,Sesame seed,1990,1990,hg/ha,3321,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4400,7976,QCL,Crops and livestock products,100,India,5510,Production,289,Sesame seed,1990,1990,tonnes,835300,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4401,8034,QCL,Crops and livestock products,100,India,5312,Area harvested,388,Tomatoes,1990,1990,ha,290279,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4402,8092,QCL,Crops and livestock products,100,India,5419,Yield,388,Tomatoes,1990,1990,hg/ha,158587,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4403,8150,QCL,Crops and livestock products,100,India,5510,Production,388,Tomatoes,1990,1990,tonnes,4603450,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4404,8208,QCL,Crops and livestock products,100,India,5312,Area harvested,567,Watermelons,1990,1990,ha,16000,F,FAO estimate,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4405,8266,QCL,Crops and livestock products,100,India,5419,Yield,567,Watermelons,1990,1990,hg/ha,125000,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4406,8324,QCL,Crops and livestock products,100,India,5510,Production,567,Watermelons,1990,1990,tonnes,200000,F,FAO estimate,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4407,8382,QCL,Crops and livestock products,100,India,5312,Area harvested,15,Wheat,1990,1990,ha,23501900,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4408,8440,QCL,Crops and livestock products,100,India,5419,Yield,15,Wheat,1990,1990,hg/ha,21211,Fc,Calculated data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4409,8498,QCL,Crops and livestock products,100,India,5510,Production,15,Wheat,1990,1990,tonnes,49849500,,Official data,24.21,19.44,25.55,27.18,22.11,16,44.2,54,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31,1401.4,60.3,210.7,965.2,165.3
4410,31,QCL,Crops and livestock products,100,India,5312,Area harvested,515,Apples,1991,1991,ha,193638,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4411,89,QCL,Crops and livestock products,100,India,5419,Yield,515,Apples,1991,1991,hg/ha,60680,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4412,147,QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1991,1991,tonnes,1175000,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4413,205,QCL,Crops and livestock products,100,India,5312,Area harvested,526,Apricots,1991,1991,ha,2100,F,FAO estimate,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4414,263,QCL,Crops and livestock products,100,India,5419,Yield,526,Apricots,1991,1991,hg/ha,29524,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4415,321,QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1991,1991,tonnes,6200,F,FAO estimate,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4416,379,QCL,Crops and livestock products,100,India,5312,Area harvested,226,Areca nuts,1991,1991,ha,217000,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4417,437,QCL,Crops and livestock products,100,India,5419,Yield,226,Areca nuts,1991,1991,hg/ha,10991,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4418,495,QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1991,1991,tonnes,238500,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4419,553,QCL,Crops and livestock products,100,India,5312,Area harvested,486,Bananas,1991,1991,ha,378600,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4420,611,QCL,Crops and livestock products,100,India,5419,Yield,486,Bananas,1991,1991,hg/ha,207425,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4421,669,QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1991,1991,tonnes,7853100,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4422,727,QCL,Crops and livestock products,100,India,5312,Area harvested,44,Barley,1991,1991,ha,962200,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4423,785,QCL,Crops and livestock products,100,India,5419,Yield,44,Barley,1991,1991,hg/ha,16965,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4424,843,QCL,Crops and livestock products,100,India,5510,Production,44,Barley,1991,1991,tonnes,1632400,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4425,901,QCL,Crops and livestock products,100,India,5312,Area harvested,176,"Beans, dry",1991,1991,ha,9682000,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4426,959,QCL,Crops and livestock products,100,India,5419,Yield,176,"Beans, dry",1991,1991,hg/ha,3645,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4427,1017,QCL,Crops and livestock products,100,India,5510,Production,176,"Beans, dry",1991,1991,tonnes,3529000,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4428,1075,QCL,Crops and livestock products,100,India,5312,Area harvested,414,"Beans, green",1991,1991,ha,143000,*,Unofficial figure,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4429,1133,QCL,Crops and livestock products,100,India,5419,Yield,414,"Beans, green",1991,1991,hg/ha,26154,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4430,1191,QCL,Crops and livestock products,100,India,5510,Production,414,"Beans, green",1991,1991,tonnes,374000,*,Unofficial figure,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4431,1249,QCL,Crops and livestock products,100,India,5312,Area harvested,358,Cabbages and other brassicas,1991,1991,ha,178353,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4432,1307,QCL,Crops and livestock products,100,India,5419,Yield,358,Cabbages and other brassicas,1991,1991,hg/ha,156792,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4433,1365,QCL,Crops and livestock products,100,India,5510,Production,358,Cabbages and other brassicas,1991,1991,tonnes,2796430,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4434,1423,QCL,Crops and livestock products,100,India,5312,Area harvested,426,Carrots and turnips,1991,1991,ha,20124,*,Unofficial figure,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4435,1481,QCL,Crops and livestock products,100,India,5419,Yield,426,Carrots and turnips,1991,1991,hg/ha,142616,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4436,1539,QCL,Crops and livestock products,100,India,5510,Production,426,Carrots and turnips,1991,1991,tonnes,287000,*,Unofficial figure,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4437,1597,QCL,Crops and livestock products,100,India,5312,Area harvested,217,"Cashew nuts, with shell",1991,1991,ha,531849,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4438,1655,QCL,Crops and livestock products,100,India,5419,Yield,217,"Cashew nuts, with shell",1991,1991,hg/ha,5539,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4439,1713,QCL,Crops and livestock products,100,India,5510,Production,217,"Cashew nuts, with shell",1991,1991,tonnes,294590,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4440,1771,QCL,Crops and livestock products,100,India,5312,Area harvested,393,Cauliflowers and broccoli,1991,1991,ha,202787,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4441,1829,QCL,Crops and livestock products,100,India,5419,Yield,393,Cauliflowers and broccoli,1991,1991,hg/ha,147843,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4442,1887,QCL,Crops and livestock products,100,India,5510,Production,393,Cauliflowers and broccoli,1991,1991,tonnes,2998060,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4443,1945,QCL,Crops and livestock products,100,India,5312,Area harvested,531,Cherries,1991,1991,ha,1400,F,FAO estimate,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4444,2003,QCL,Crops and livestock products,100,India,5419,Yield,531,Cherries,1991,1991,hg/ha,26429,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4445,2061,QCL,Crops and livestock products,100,India,5510,Production,531,Cherries,1991,1991,tonnes,3700,F,FAO estimate,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4446,2119,QCL,Crops and livestock products,100,India,5312,Area harvested,689,"Chillies and peppers, dry",1991,1991,ha,846600,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4447,2177,QCL,Crops and livestock products,100,India,5419,Yield,689,"Chillies and peppers, dry",1991,1991,hg/ha,7294,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4448,2235,QCL,Crops and livestock products,100,India,5510,Production,689,"Chillies and peppers, dry",1991,1991,tonnes,617500,,Official data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4449,2293,QCL,Crops and livestock products,100,India,5312,Area harvested,401,"Chillies and peppers, green",1991,1991,ha,4783,*,Unofficial figure,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
4450,2351,QCL,Crops and livestock products,100,India,5419,Yield,401,"Chillies and peppers, green",1991,1991,hg/ha,88292,Fc,Calculated data,24.28,19.21,26.02,27.32,21.87,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,1170.2,42.3,148.5,872.7,106.8
